country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Munger,"Town Hall, Munger - BSPCB","08-11-2025 15:00:00",25.376776,86.471523,PM10,55,94,75
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","08-11-2025 15:00:00",25.586562,85.043586,NH3,6,8,7
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","08-11-2025 15:00:00",25.586562,85.043586,SO2,8,10,9
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","08-11-2025 15:00:00",25.586562,85.043586,CO,28,56,50
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-11-2025 15:00:00",25.592539,85.227158,PM10,69,107,91
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-11-2025 15:00:00",25.592539,85.227158,NO2,9,16,13
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-11-2025 15:00:00",25.592539,85.227158,SO2,9,59,12
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","08-11-2025 15:00:00",25.610369,85.132568,SO2,20,27,23
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","08-11-2025 15:00:00",25.599486,85.113666,NO2,31,92,49
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","08-11-2025 15:00:00",25.599486,85.113666,CO,16,64,26
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","08-11-2025 15:00:00",30.719859,76.738637,NO2,16,166,62
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","08-11-2025 15:00:00",21.194815,81.314770,NH3,5,5,5
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","08-11-2025 15:00:00",21.185571,81.343175,PM10,30,158,54
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","08-11-2025 15:00:00",21.185571,81.343175,NH3,3,3,3
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","08-11-2025 15:00:00",21.224231,81.408350,PM10,29,96,57
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","08-11-2025 15:00:00",21.224231,81.408350,CO,4,48,18
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","08-11-2025 15:00:00",21.224231,81.408350,OZONE,15,56,43
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","08-11-2025 15:00:00",21.237755,81.705301,NH3,2,3,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","08-11-2025 15:00:00",21.371751,81.664929,PM10,43,153,96
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","08-11-2025 15:00:00",21.371751,81.664929,CO,34,36,35
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","08-11-2025 15:00:00",21.371751,81.664929,OZONE,3,10,7
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","08-11-2025 15:00:00",22.06631475,83.33820077,PM2.5,29,57,42
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","08-11-2025 15:00:00",28.647622,77.3158090,NH3,9,11,10
India,Bihar,Patna,"Samanpura, Patna - BSPCB","08-11-2025 15:00:00",25.596727,85.085624,NO2,37,49,44
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","08-11-2025 15:00:00",25.366336,87.117468,PM10,46,87,70
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","08-11-2025 15:00:00",25.366336,87.117468,NO2,5,6,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","08-11-2025 15:00:00",25.366336,87.117468,SO2,16,17,17
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","08-11-2025 15:00:00",25.03280,85.41948,NH3,6,7,6
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","08-11-2025 15:00:00",25.892357,86.590325,PM10,12,73,40
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","08-11-2025 15:00:00",25.892357,86.590325,NO2,6,7,7
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","08-11-2025 15:00:00",26.2271665,84.3570427,NH3,1,1,1
